Inputs,1,2,3,4,5,7,8,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,24,27,28,Expected Interfaces,output from Cpipe,24,25,28,29,30,input to Cpipe,32,33,36,37,38
Flow Section,Row Number,Row Enable ,Flow ,Bubble,Sad,Curr Opcode,Snoop response,LLC State,CV,Map,MonHit,CN,AvailData,SelfSnoop,SnoopConflict,FwdCnfltO,FreeInvWay,HadReject,CleanEvict,DeadDBP,ReqCV,SRP_en,SRP_HR_Fill,HadBogus,Pref_Promotion,MiscCondition,Next Bubble,IDI_U2C_REQ,IDI_U2C_RSP,IDI_U2C_DATA,UXI_C2U_REQ,UXI_C2U_DATA,UXI_C2U_RSP,CPIPE_REQ,IDI_C2U_RSP,IDI_C2U_DATA,UXI_U2C_REQ,UXI_U2C_RSP,UXI_U2C_DATA
UPI Alloc or MonitorHit,50,1,Drd/Drd_NS/Drd_Opt/DRd_Pref/DRd_Opt_Pref/DRdPTE,read from memory,HOM,DRd/DRd_NS/DRd_Opt/Drd_Pref/Drd_Opt_Pref/DRdPTE/SNP_RSP,X,X,X,X,X,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,r,0,0,0,0,0,0,X,0,0,0,0,0
UPI Alloc or MonitorHit,51,1,Drd_NS/Drd_Opt/Drd_Opt_Pref,r,HOM,X,no_snoop_sent,E/M,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,s,0,0,0,RdInv,0,0,E_CmpO,0,0,0,E_CmpO,data
UPI Alloc or MonitorHit,52,1,Drd_NS/Drd_Opt/Drd_Opt_Pref,r,HOM,X,!no_snoop_sent,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,s,0,0,0,RdData,0,0,E_CmpO/SI_CmpO,0,0,0,E_CmpO/SI_CmpO,data
UPI Alloc or MonitorHit,53,1,Drd_NS/Drd_Opt/Drd_Opt_Pref,r,HOM,X,X,S/I,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,s,0,0,0,RdData,0,0,E_CmpO/SI_CmpO,0,0,0,E_CmpO/SI_CmpO,data
UPI Alloc or MonitorHit,54,1,Drd/Drd_Pref/DRdPTE,r,HOM,X,no_snoop_sent,E/M,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,s,0,LLCMiss(core_logic_id),0,RdInv,0,0,E_CmpO,0,0,0,E_CmpO,data
UPI Alloc or MonitorHit,55,1,Drd/Drd_Pref/DRdPTE,r,HOM,X,!no_snoop_sent,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,s,0,LLCMiss(core_logic_id),0,RdData,0,0,E_CmpO/SI_CmpO,0,0,0,E_CmpO/SI_CmpO,data
UPI Alloc or MonitorHit,56,1,Drd/Drd_Pref/DRdPTE,r,HOM,X,X,S/I,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,s,0,LLCMiss(core_logic_id),0,RdData,0,0,E_CmpO/SI_CmpO,0,0,0,E_CmpO/SI_CmpO,data
UPI Alloc or MonitorHit,57,1,Drd/Drd_NS/Drd_Opt/DRd_Pref/DRd_Opt_Pref/DRdPTE,s,HOM,E_CmpO/SI_CmpO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,Done,0,GO(core_logic_id),data(core_logic_id),0,0,0,X,0,0,0,0,0
First Pass - promotion,58,1,Drd/Drd_NS/Drd_Opt/DRd_Pref/DRd_Opt_Pref/DRdPTE,first,HOM,DRd/DRd_NS/DRd_Opt/DRd_Pref/DRd_Opt_Pref/DRdPTE,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,had_promotion=1,promoted,0,0,0,0,0,0,M_CmpO/E_CmpO/SI_CmpO,0,0,0,0,0
prefetch promotion,59,1,Drd/Drd_NS/Drd_Opt/DRd_Pref/DRd_Opt_Pref/DRdPTE,promoted,HOM,M_CmpO/E_CmpO/SI_CmpO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,prefetch_upi_rd=RdDataMigLP,Done,0,GO(core_logic_id),data(direct2core_logic_id),0,0,0,X,0,0,0,0,0
prefetch promotion,60,1,Drd/Drd_NS/Drd_Opt/DRd_Pref/DRd_Opt_Pref/DRdPTE,promoted,HOM,SI_CmpO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,prefetch_upi_rd=RdCodeLP,Done,0,GO(core_logic_id),data(direct2core_logic_id),0,0,0,X,0,0,0,0,0
prefetch promotion,61,1,Drd/Drd_NS/Drd_Opt/DRd_Pref/DRd_Opt_Pref/DRdPTE,promoted,HOM,M_CmpO/E_CmpO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,prefetch_upi_rd=RdInvOwnLP,Done,0,GO(core_logic_id),data(direct2core_logic_id),0,0,0,X,0,0,0,0,0
"First Pass – had cv err(duplicate of above line) – for case of CV=0, Dway,selfsnoop=0",62,1,Drd/Drd_NS/Drd_Opt/DRd_Pref/DRd_Opt_Pref/DRdPTE,first,HOM,DRd/DRd_NS/DRd_Opt/DRd_Pref/DRd_Opt_Pref/DRdPTE,X,E/M,!1,D,X,0,X,0,X,X,X,X,X,X,X,X,X,X,X,"had_promotion=0,had_cv_err=1",c,0,0,0,0,0,0,X,0,0,0,0,0
First Pass – had cv err(selfsnoop=0 to make it different from (Selfsnoop==1) that should cause us to send snoop),63,1,Drd/Drd_NS/Drd_Opt/DRd_Pref/DRd_Opt_Pref/DRdPTE,first,HOM,DRd/DRd_NS/DRd_Opt/DRd_Pref/DRd_Opt_Pref/DRdPTE,X,E/M,>1,X,X,X,X,0,X,X,X,X,X,X,X,X,X,X,X,"had_promotion=0,had_cv_err=1",c,0,0,0,0,0,0,X,0,0,0,0,0
First Pass – had cv err(duplicate of above line),64,1,Drd/Drd_NS/Drd_Opt/DRd_Pref/DRd_Opt_Pref/DRdPTE,first,HOM,DRd/DRd_NS/DRd_Opt/DRd_Pref/DRd_Opt_Pref/DRdPTE,X,!LLC_I,>0,SF,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,"had_promotion=0,had_cv_err=1",c,0,0,0,0,0,0,X,0,0,0,0,0
First Pass – had cv err(duplicate of above line),65,1,Drd/Drd_NS/Drd_Opt/DRd_Pref/DRd_Opt_Pref/DRdPTE,first,HOM,DRd/DRd_NS/DRd_Opt/DRd_Pref/DRd_Opt_Pref/DRdPTE,X,!LLC_I,X,X,X,X,X,1,X,X,X,X,X,X,X,X,X,X,X,"had_promotion=0,had_cv_err=1",c,0,0,0,0,0,0,X,0,0,0,0,0
